n,variant,type,opt_level,flops_per_sec
343,jki,double,O3,5.23004e+09
344,kij,float,O3,1.95026e+10
344,jki,float,O3,5.35179e+09
344,kij,double,O3,1.08587e+10
344,jki,double,O3,4.91267e+09
345,kij,float,O3,1.82537e+10
345,jki,float,O3,5.15352e+09
345,kij,double,O3,9.61993e+09
345,jki,double,O3,5.01704e+09
346,kij,float,O3,1.83454e+10
346,jki,float,O3,5.06654e+09
346,kij,double,O3,1.02104e+10
346,jki,double,O3,5.10783e+09
347,kij,float,O3,1.83367e+10
347,jki,float,O3,5.28053e+09
347,kij,double,O3,9.94921e+09
347,jki,double,O3,2.3978e+09
348,kij,float,O3,1.50221e+10
348,jki,float,O3,4.64132e+09
348,kij,double,O3,1.00864e+10
348,jki,double,O3,5.13687e+09
349,kij,float,O3,1.81935e+10
349,jki,float,O3,5.14437e+09
349,kij,double,O3,1.01506e+10
349,jki,double,O3,5.10574e+09
350,kij,float,O3,7.72595e+09
350,jki,float,O3,3.90422e+09
350,kij,double,O3,9.81644e+09
350,jki,double,O3,5.26236e+09
351,kij,float,O3,1.72819e+10
351,jki,float,O3,3.98781e+09
351,kij,double,O3,9.95567e+09
351,jki,double,O3,5.03207e+09
352,kij,float,O3,2.11954e+10
352,jki,float,O3,5.05802e+09
352,kij,double,O3,1.05977e+10
352,jki,double,O3,2.25372e+09
353,kij,float,O3,1.97723e+10
353,jki,float,O3,5.10463e+09
353,kij,double,O3,1.01125e+10
353,jki,double,O3,5.19842e+09
354,kij,float,O3,1.97465e+10
354,jki,float,O3,5.03844e+09
354,kij,double,O3,1.10202e+10
354,jki,double,O3,5.1815e+09
355,kij,float,O3,1.9495e+10
355,jki,float,O3,5.30345e+09
355,kij,double,O3,1.00641e+10
355,jki,double,O3,4.47745e+09
356,kij,float,O3,2.02452e+10
356,jki,float,O3,5.23777e+09
356,kij,double,O3,1.02905e+10
356,jki,double,O3,5.22268e+09
357,kij,float,O3,1.92758e+10
357,jki,float,O3,5.25887e+09
357,kij,double,O3,1.00097e+10
357,jki,double,O3,5.23517e+09
358,kij,float,O3,2.06741e+10
358,jki,float,O3,5.33751e+09
358,kij,double,O3,1.02803e+10
358,jki,double,O3,5.2417e+09
359,kij,float,O3,1.90476e+10
359,jki,float,O3,5.33421e+09
359,kij,double,O3,1.01071e+10
359,jki,double,O3,5.30837e+09
360,kij,float,O3,1.94257e+10
360,jki,float,O3,5.16786e+09
360,kij,double,O3,1.0415e+10
360,jki,double,O3,4.98615e+09
361,kij,float,O3,1.95411e+10
361,jki,float,O3,5.1917e+09
361,kij,double,O3,9.56129e+09
361,jki,double,O3,5.07294e+09
362,kij,float,O3,1.92056e+10
362,jki,float,O3,2.70131e+09
362,kij,double,O3,5.29066e+09
362,jki,double,O3,5.16861e+09
363,kij,float,O3,1.88461e+10
363,jki,float,O3,5.38492e+09
363,kij,double,O3,9.64831e+09
363,jki,double,O3,5.31529e+09
364,kij,float,O3,1.96386e+10
364,jki,float,O3,5.44035e+09
364,kij,double,O3,1.02574e+10
364,jki,double,O3,5.22205e+09
365,kij,float,O3,1.82083e+10
365,jki,float,O3,5.30967e+09
365,kij,double,O3,9.72098e+09
365,jki,double,O3,5.28438e+09
366,kij,float,O3,1.89268e+10
366,jki,float,O3,5.35566e+09
366,kij,double,O3,1.00361e+10
366,jki,double,O3,5.3742e+09
367,kij,float,O3,1.86493e+10
367,jki,float,O3,5.18462e+09
367,kij,double,O3,1.01355e+10
367,jki,double,O3,4.90731e+09
368,kij,float,O3,2.07081e+10
368,jki,float,O3,5.26391e+09
368,kij,double,O3,1.05513e+10
368,jki,double,O3,4.60378e+09
369,kij,float,O3,1.96494e+10
369,jki,float,O3,5.22285e+09
369,kij,double,O3,9.91317e+09
369,jki,double,O3,5.12201e+09
370,kij,float,O3,1.9322e+10
370,jki,float,O3,5.24767e+09
370,kij,double,O3,1.03508e+10
370,jki,double,O3,5.17163e+09
371,kij,float,O3,1.92033e+10
371,jki,float,O3,5.28755e+09
371,kij,double,O3,9.9679e+09
371,jki,double,O3,4.96689e+09
372,kij,float,O3,1.98646e+10
372,jki,float,O3,5.19429e+09
372,kij,double,O3,1.02969e+10
372,jki,double,O3,5.16297e+09
373,kij,float,O3,1.90704e+10
373,jki,float,O3,5.29306e+09
373,kij,double,O3,1.01281e+10
373,jki,double,O3,5.22384e+09
374,kij,float,O3,1.96937e+10
374,jki,float,O3,5.35185e+09
374,kij,double,O3,1.04699e+10
374,jki,double,O3,5.26715e+09
375,kij,float,O3,1.8219e+10
375,jki,float,O3,3.11086e+09
375,kij,double,O3,1.00976e+10
375,jki,double,O3,4.08691e+09
376,kij,float,O3,2.0245e+10
376,jki,float,O3,5.33662e+09
376,kij,double,O3,1.04045e+10
376,jki,double,O3,4.8304e+09
377,kij,float,O3,1.87373e+10
377,jki,float,O3,5.23461e+09
377,kij,double,O3,9.84382e+09
377,jki,double,O3,5.124e+09
378,kij,float,O3,1.88835e+10
378,jki,float,O3,5.15522e+09
378,kij,double,O3,1.02374e+10
378,jki,double,O3,5.18932e+09
379,kij,float,O3,1.88665e+10
379,jki,float,O3,5.50408e+09
379,kij,double,O3,9.89595e+09
379,jki,double,O3,4.99723e+09
380,kij,float,O3,1.94643e+10
380,jki,float,O3,5.21378e+09
380,kij,double,O3,1.01665e+10
380,jki,double,O3,5.1294e+09
381,kij,float,O3,1.81254e+10
381,jki,float,O3,2.63343e+09
381,kij,double,O3,9.8451e+09
381,jki,double,O3,3.59956e+09
382,kij,float,O3,1.8803e+10
382,jki,float,O3,5.29043e+09
382,kij,double,O3,1.00745e+10
382,jki,double,O3,5.19372e+09
383,kij,float,O3,1.86306e+10
383,jki,float,O3,5.22105e+09
383,kij,double,O3,9.95369e+09
383,jki,double,O3,5.11484e+09
384,kij,float,O3,2.0687e+10
384,jki,float,O3,1.36536e+09
384,kij,double,O3,1.0247e+10
384,jki,double,O3,8.73021e+08
385,kij,float,O3,1.90865e+10
385,jki,float,O3,5.2245e+09
385,kij,double,O3,9.92203e+09
385,jki,double,O3,5.25369e+09
386,kij,float,O3,1.94018e+10
386,jki,float,O3,5.35438e+09
386,kij,double,O3,1.02997e+10
386,jki,double,O3,4.86442e+09
387,kij,float,O3,1.91547e+10
387,jki,float,O3,5.27721e+09
387,kij,double,O3,9.76863e+09
387,jki,double,O3,5.01968e+09
388,kij,float,O3,1.98716e+10
388,jki,float,O3,5.11392e+09
388,kij,double,O3,1.03365e+10
388,jki,double,O3,5.02879e+09
389,kij,float,O3,1.88791e+10
389,jki,float,O3,5.06957e+09
389,kij,double,O3,9.6384e+09
389,jki,double,O3,5.06845e+09
390,kij,float,O3,1.97773e+10
390,jki,float,O3,3.40235e+09
390,kij,double,O3,1.00919e+10
390,jki,double,O3,5.07016e+09
391,kij,float,O3,1.852e+10
391,jki,float,O3,5.21057e+09
391,kij,double,O3,9.57301e+09
391,jki,double,O3,5.31534e+09
392,kij,float,O3,2.07005e+10
392,jki,float,O3,5.44341e+09
392,kij,double,O3,9.88103e+09
392,jki,double,O3,4.87603e+09
393,kij,float,O3,1.94201e+10
393,jki,float,O3,5.05509e+09
393,kij,double,O3,9.97858e+09
393,jki,double,O3,5.03849e+09
394,kij,float,O3,1.88267e+10
394,jki,float,O3,5.29939e+09
394,kij,double,O3,5.46853e+09
394,jki,double,O3,5.03111e+09
395,kij,float,O3,1.89396e+10
395,jki,float,O3,5.38636e+09
395,kij,double,O3,9.42425e+09
395,jki,double,O3,5.20169e+09
396,kij,float,O3,1.97202e+10
396,jki,float,O3,4.96355e+09
396,kij,double,O3,9.86361e+09
396,jki,double,O3,5.1221e+09
397,kij,float,O3,1.84184e+10
397,jki,float,O3,5.04404e+09
397,kij,double,O3,1.01716e+10
397,jki,double,O3,5.09008e+09
398,kij,float,O3,1.89725e+10
398,jki,float,O3,5.41389e+09
398,kij,double,O3,1.02703e+10
398,jki,double,O3,5.13252e+09
399,kij,float,O3,1.87424e+10
399,jki,float,O3,5.23837e+09
399,kij,double,O3,9.20316e+09
399,jki,double,O3,5.07472e+09
400,kij,float,O3,2.16584e+10
400,jki,float,O3,5.11468e+09
400,kij,double,O3,1.03691e+10
400,jki,double,O3,5.00686e+09
401,kij,float,O3,1.76202e+10
401,jki,float,O3,5.42273e+09
401,kij,double,O3,9.86276e+09
401,jki,double,O3,5.12552e+09
402,kij,float,O3,2.03071e+10
402,jki,float,O3,5.17212e+09
402,kij,double,O3,9.96328e+09
402,jki,double,O3,5.13273e+09
403,kij,float,O3,1.94562e+10
403,jki,float,O3,5.25257e+09
403,kij,double,O3,9.49761e+09
403,jki,double,O3,5.26421e+09
404,kij,float,O3,1.97822e+10
404,jki,float,O3,5.32164e+09
404,kij,double,O3,9.86761e+09
404,jki,double,O3,5.04805e+09
405,kij,float,O3,1.90186e+10
405,jki,float,O3,5.40099e+09
405,kij,double,O3,9.6926e+09
405,jki,double,O3,5.21088e+09
406,kij,float,O3,2.00316e+10
406,jki,float,O3,5.35075e+09
406,kij,double,O3,1.02211e+10
406,jki,double,O3,5.27662e+09
407,kij,float,O3,1.93266e+10
407,jki,float,O3,5.26741e+09
407,kij,double,O3,9.99897e+09
407,jki,double,O3,4.90503e+09
408,kij,float,O3,1.96019e+10
408,jki,float,O3,4.59899e+09
408,kij,double,O3,1.02036e+10
408,jki,double,O3,4.87389e+09
409,kij,float,O3,1.98952e+10
409,jki,float,O3,5.18275e+09
409,kij,double,O3,9.79562e+09
409,jki,double,O3,5.08627e+09
410,kij,float,O3,1.89495e+10
410,jki,float,O3,3.27157e+09
410,kij,double,O3,1.03216e+10
410,jki,double,O3,5.09158e+09
411,kij,float,O3,1.79844e+10
411,jki,float,O3,4.30063e+09
411,kij,double,O3,9.5271e+09
411,jki,double,O3,5.25716e+09
412,kij,float,O3,1.90377e+10
412,jki,float,O3,5.3932e+09
412,kij,double,O3,1.06551e+10
412,jki,double,O3,5.46605e+09
413,kij,float,O3,1.96772e+10
413,jki,float,O3,5.37899e+09
413,kij,double,O3,1.02556e+10
413,jki,double,O3,5.45547e+09
414,kij,float,O3,1.90069e+10
414,jki,float,O3,5.36929e+09
414,kij,double,O3,1.04389e+10
414,jki,double,O3,5.03242e+09
415,kij,float,O3,1.67708e+10
415,jki,float,O3,5.18446e+09
415,kij,double,O3,9.83544e+09
415,jki,double,O3,5.24316e+09
416,kij,float,O3,2.0829e+10
416,jki,float,O3,5.13018e+09
416,kij,double,O3,1.02515e+10
416,jki,double,O3,2.14979e+09
417,kij,float,O3,1.96461e+10
417,jki,float,O3,5.39799e+09
417,kij,double,O3,9.71037e+09
417,jki,double,O3,5.18835e+09
418,kij,float,O3,1.88601e+10
418,jki,float,O3,3.5287e+09
418,kij,double,O3,1.00111e+10
418,jki,double,O3,5.07289e+09
419,kij,float,O3,1.94973e+10
419,jki,float,O3,5.42952e+09
419,kij,double,O3,1.03023e+10
419,jki,double,O3,5.42364e+09
420,kij,float,O3,2.12818e+10
420,jki,float,O3,5.24111e+09
420,kij,double,O3,9.53857e+09
420,jki,double,O3,5.61976e+09
421,kij,float,O3,2.01414e+10
421,jki,float,O3,5.39855e+09
421,kij,double,O3,1.03391e+10
421,jki,double,O3,5.4787e+09
422,kij,float,O3,1.99025e+10
422,jki,float,O3,5.39888e+09
422,kij,double,O3,9.84814e+09
422,jki,double,O3,5.42882e+09
423,kij,float,O3,1.99261e+10
423,jki,float,O3,5.58142e+09
423,kij,double,O3,1.02244e+10
423,jki,double,O3,5.48784e+09
424,kij,float,O3,2.09802e+10
424,jki,float,O3,5.52597e+09
424,kij,double,O3,1.02638e+10
424,jki,double,O3,5.03503e+09
425,kij,float,O3,1.92795e+10
425,jki,float,O3,5.4355e+09
425,kij,double,O3,1.04543e+10
425,jki,double,O3,5.44912e+09
426,kij,float,O3,2.00965e+10
426,jki,float,O3,5.36053e+09
426,kij,double,O3,1.00528e+10
426,jki,double,O3,5.34429e+09
427,kij,float,O3,2.0107e+10
427,jki,float,O3,5.59712e+09
427,kij,double,O3,1.04742e+10
427,jki,double,O3,5.54335e+09
428,kij,float,O3,2.03456e+10
428,jki,float,O3,5.43898e+09
428,kij,double,O3,1.02025e+10
428,jki,double,O3,5.11351e+09
429,kij,float,O3,1.94723e+10
429,jki,float,O3,5.55889e+09
429,kij,double,O3,1.02274e+10
429,jki,double,O3,4.93974e+09
430,kij,float,O3,1.8956e+10
430,jki,float,O3,5.5349e+09
430,kij,double,O3,1.08839e+10
430,jki,double,O3,5.62093e+09
431,kij,float,O3,1.97243e+10
431,jki,float,O3,3.89876e+09
431,kij,double,O3,1.07082e+10
431,jki,double,O3,5.67658e+09
432,kij,float,O3,2.23702e+10
432,jki,float,O3,5.45854e+09
432,kij,double,O3,1.12359e+10
432,jki,double,O3,5.11325e+09
433,kij,float,O3,2.09705e+10
433,jki,float,O3,5.67169e+09
433,kij,double,O3,1.03967e+10
433,jki,double,O3,5.25618e+09
434,kij,float,O3,2.09884e+10
434,jki,float,O3,5.34696e+09
434,kij,double,O3,1.09951e+10
434,jki,double,O3,5.32184e+09
435,kij,float,O3,1.9924e+10
435,jki,float,O3,5.65391e+09
435,kij,double,O3,1.07419e+10
435,jki,double,O3,5.5628e+09
436,kij,float,O3,2.17843e+10
436,jki,float,O3,5.70826e+09
436,kij,double,O3,1.11235e+10
436,jki,double,O3,5.65585e+09
437,kij,float,O3,2.0724e+10
437,jki,float,O3,5.68937e+09
437,kij,double,O3,1.07727e+10
437,jki,double,O3,5.68352e+09
438,kij,float,O3,2.10406e+10
438,jki,float,O3,5.56219e+09
438,kij,double,O3,1.08782e+10
438,jki,double,O3,5.64541e+09
439,kij,float,O3,1.95696e+10
439,jki,float,O3,5.65222e+09
439,kij,double,O3,1.05893e+10
439,jki,double,O3,5.55731e+09
440,kij,float,O3,2.14525e+10
440,jki,float,O3,5.56391e+09
440,kij,double,O3,1.09702e+10
440,jki,double,O3,5.1419e+09
441,kij,float,O3,2.01479e+10
441,jki,float,O3,5.57784e+09
441,kij,double,O3,8.78744e+09
441,jki,double,O3,5.08491e+09
442,kij,float,O3,1.92244e+10
442,jki,float,O3,5.33326e+09
442,kij,double,O3,1.09179e+10
442,jki,double,O3,5.61213e+09
443,kij,float,O3,2.01456e+10
443,jki,float,O3,5.68165e+09
443,kij,double,O3,1.07889e+10
443,jki,double,O3,5.67497e+09
444,kij,float,O3,2.09395e+10
444,jki,float,O3,5.62162e+09
444,kij,double,O3,1.10405e+10
444,jki,double,O3,5.58236e+09
445,kij,float,O3,1.99256e+10
445,jki,float,O3,5.69068e+09
445,kij,double,O3,1.07029e+10
445,jki,double,O3,5.69079e+09
446,kij,float,O3,2.02503e+10
446,jki,float,O3,5.68553e+09
446,kij,double,O3,1.1046e+10
446,jki,double,O3,5.63128e+09
447,kij,float,O3,1.9806e+10
447,jki,float,O3,5.68111e+09
447,kij,double,O3,1.07111e+10
447,jki,double,O3,5.69681e+09
448,kij,float,O3,2.22758e+10
448,jki,float,O3,2.40404e+09
448,kij,double,O3,1.11226e+10
448,jki,double,O3,1.41969e+09
449,kij,float,O3,1.40193e+10
449,jki,float,O3,5.47003e+09
449,kij,double,O3,1.06325e+10
449,jki,double,O3,5.63534e+09
450,kij,float,O3,2.13707e+10
450,jki,float,O3,5.69603e+09
450,kij,double,O3,1.06371e+10
450,jki,double,O3,5.38033e+09
451,kij,float,O3,2.05039e+10
451,jki,float,O3,5.66895e+09
451,kij,double,O3,1.04713e+10
451,jki,double,O3,5.60437e+09
452,kij,float,O3,2.16886e+10
452,jki,float,O3,5.62479e+09
452,kij,double,O3,1.09978e+10
452,jki,double,O3,5.61723e+09
453,kij,float,O3,2.05848e+10
453,jki,float,O3,5.70977e+09
453,kij,double,O3,1.07576e+10
453,jki,double,O3,5.68016e+09
454,kij,float,O3,2.10407e+10
454,jki,float,O3,5.61922e+09
454,kij,double,O3,1.10305e+10
454,jki,double,O3,5.66099e+09
455,kij,float,O3,2.05934e+10
455,jki,float,O3,6.99931e+08
455,kij,double,O3,1.04232e+10
455,jki,double,O3,3.07167e+09
456,kij,float,O3,2.13225e+10
456,jki,float,O3,5.66824e+09
456,kij,double,O3,1.11198e+10
456,jki,double,O3,3.96981e+09
457,kij,float,O3,1.8795e+10
457,jki,float,O3,5.4984e+09
457,kij,double,O3,9.89142e+09
457,jki,double,O3,5.36102e+09
458,kij,float,O3,2.04173e+10
458,jki,float,O3,5.65132e+09
458,kij,double,O3,1.09523e+10
458,jki,double,O3,5.6573e+09
459,kij,float,O3,2.01854e+10
459,jki,float,O3,5.6861e+09
459,kij,double,O3,1.01514e+10
459,jki,double,O3,5.43735e+09
460,kij,float,O3,2.04313e+10
460,jki,float,O3,5.57416e+09
460,kij,double,O3,1.10306e+10
460,jki,double,O3,5.65262e+09
461,kij,float,O3,1.97249e+10
461,jki,float,O3,5.66691e+09
461,kij,double,O3,1.07244e+10
461,jki,double,O3,5.6887e+09
462,kij,float,O3,2.03617e+10
462,jki,float,O3,5.70956e+09
462,kij,double,O3,1.10506e+10
462,jki,double,O3,5.70171e+09
463,kij,float,O3,1.98491e+10
463,jki,float,O3,4.25449e+09
463,kij,double,O3,9.5127e+09
463,jki,double,O3,5.61917e+09
464,kij,float,O3,2.23508e+10
464,jki,float,O3,5.48418e+09
464,kij,double,O3,1.03392e+10
464,jki,double,O3,5.06967e+09
465,kij,float,O3,2.07844e+10
465,jki,float,O3,5.68519e+09
465,kij,double,O3,1.07491e+10
465,jki,double,O3,5.61716e+09
466,kij,float,O3,2.10933e+10
466,jki,float,O3,5.68215e+09
466,kij,double,O3,1.10778e+10
466,jki,double,O3,5.69596e+09
467,kij,float,O3,2.08419e+10
467,jki,float,O3,5.71353e+09
467,kij,double,O3,1.06225e+10
467,jki,double,O3,5.59138e+09
468,kij,float,O3,2.18071e+10
468,jki,float,O3,5.6618e+09
468,kij,double,O3,1.09403e+10
468,jki,double,O3,5.61516e+09
469,kij,float,O3,2.06134e+10
469,jki,float,O3,5.70422e+09
469,kij,double,O3,1.06326e+10
469,jki,double,O3,5.66095e+09
470,kij,float,O3,2.08475e+10
470,jki,float,O3,3.81118e+09
470,kij,double,O3,1.10339e+10
470,jki,double,O3,5.63974e+09
471,kij,float,O3,2.04787e+10
471,jki,float,O3,5.6961e+09
471,kij,double,O3,1.06069e+10
471,jki,double,O3,5.69899e+09
472,kij,float,O3,2.13152e+10
472,jki,float,O3,5.62994e+09
472,kij,double,O3,1.11201e+10
472,jki,double,O3,5.23414e+09
473,kij,float,O3,2.02227e+10
473,jki,float,O3,5.71334e+09
473,kij,double,O3,1.0706e+10
473,jki,double,O3,5.68678e+09
474,kij,float,O3,2.06562e+10
474,jki,float,O3,5.69671e+09
474,kij,double,O3,1.11092e+10
474,jki,double,O3,5.72676e+09
475,kij,float,O3,2.00851e+10
475,jki,float,O3,5.67388e+09
475,kij,double,O3,1.06198e+10
475,jki,double,O3,5.66302e+09
476,kij,float,O3,2.10981e+10
476,jki,float,O3,5.74513e+09
476,kij,double,O3,1.09288e+10
476,jki,double,O3,5.55841e+09
477,kij,float,O3,1.98967e+10
477,jki,float,O3,5.68985e+09
477,kij,double,O3,1.05837e+10
477,jki,double,O3,5.69896e+09
478,kij,float,O3,2.02657e+10
478,jki,float,O3,5.67288e+09
478,kij,double,O3,1.09379e+10
478,jki,double,O3,5.6798e+09
479,kij,float,O3,1.99092e+10
479,jki,float,O3,5.72223e+09
479,kij,double,O3,1.03826e+10
479,jki,double,O3,5.43582e+09
480,kij,float,O3,2.22078e+10
480,jki,float,O3,5.39292e+09
480,kij,double,O3,1.08285e+10
480,jki,double,O3,2.33073e+09
481,kij,float,O3,2.09489e+10
481,jki,float,O3,5.69029e+09
481,kij,double,O3,1.07822e+10
481,jki,double,O3,5.69915e+09
482,kij,float,O3,2.13905e+10
482,jki,float,O3,3.21562e+09
482,kij,double,O3,1.10182e+10
482,jki,double,O3,5.49957e+09
483,kij,float,O3,2.09421e+10
483,jki,float,O3,5.71056e+09
483,kij,double,O3,1.07463e+10
483,jki,double,O3,5.70837e+09
484,kij,float,O3,2.1831e+10
484,jki,float,O3,5.73323e+09
484,kij,double,O3,1.10403e+10
484,jki,double,O3,5.67026e+09
485,kij,float,O3,2.08658e+10
485,jki,float,O3,5.74366e+09
485,kij,double,O3,1.074e+10
485,jki,double,O3,5.72931e+09
486,kij,float,O3,2.11027e+10
486,jki,float,O3,3.59274e+09
486,kij,double,O3,1.07533e+10
486,jki,double,O3,5.27322e+09
487,kij,float,O3,2.0646e+10
487,jki,float,O3,5.70311e+09
487,kij,double,O3,1.06424e+10
487,jki,double,O3,5.58656e+09
488,kij,float,O3,2.15267e+10
488,jki,float,O3,5.71238e+09
488,kij,double,O3,1.11136e+10
488,jki,double,O3,5.25957e+09
489,kij,float,O3,2.04391e+10
489,jki,float,O3,5.68985e+09
489,kij,double,O3,1.06899e+10
489,jki,double,O3,5.69891e+09
490,kij,float,O3,2.01392e+10
490,jki,float,O3,5.66505e+09
490,kij,double,O3,1.08967e+10
490,jki,double,O3,5.68303e+09
491,kij,float,O3,2.02402e+10
491,jki,float,O3,5.71882e+09
491,kij,double,O3,8.51513e+09
491,jki,double,O3,5.48996e+09
492,kij,float,O3,2.09428e+10
492,jki,float,O3,5.70323e+09
492,kij,double,O3,1.08853e+10
492,jki,double,O3,5.58328e+09
493,kij,float,O3,1.93611e+10
493,jki,float,O3,5.68891e+09
493,kij,double,O3,1.06448e+10
493,jki,double,O3,5.68048e+09
494,kij,float,O3,2.03603e+10
494,jki,float,O3,5.69198e+09
494,kij,double,O3,1.10395e+10
494,jki,double,O3,5.66554e+09
495,kij,float,O3,1.9787e+10
495,jki,float,O3,5.72188e+09
495,kij,double,O3,1.06839e+10
495,jki,double,O3,5.58835e+09
496,kij,float,O3,2.23901e+10
496,jki,float,O3,5.48394e+09
496,kij,double,O3,1.12112e+10
496,jki,double,O3,5.11073e+09
497,kij,float,O3,1.95937e+10
497,jki,float,O3,5.48753e+09
497,kij,double,O3,9.50458e+09
497,jki,double,O3,5.47341e+09
498,kij,float,O3,2.13247e+10
498,jki,float,O3,5.71581e+09
498,kij,double,O3,1.0735e+10
498,jki,double,O3,5.70649e+09
499,kij,float,O3,2.08024e+10
499,jki,float,O3,5.71948e+09
499,kij,double,O3,1.071e+10
499,jki,double,O3,5.67594e+09
500,kij,float,O3,2.19068e+10
500,jki,float,O3,5.72334e+09
500,kij,double,O3,1.10731e+10
500,jki,double,O3,5.64335e+09
501,kij,float,O3,2.04729e+10
501,jki,float,O3,5.72093e+09
501,kij,double,O3,1.06986e+10
501,jki,double,O3,5.71784e+09
502,kij,float,O3,2.10863e+10
502,jki,float,O3,5.71182e+09
502,kij,double,O3,1.07871e+10
502,jki,double,O3,5.70465e+09
503,kij,float,O3,2.05689e+10
503,jki,float,O3,2.71494e+09
503,kij,double,O3,1.05896e+10
503,jki,double,O3,3.54121e+09
504,kij,float,O3,2.14998e+10
504,jki,float,O3,5.68105e+09
504,kij,double,O3,1.11472e+10
504,jki,double,O3,5.27421e+09
505,kij,float,O3,2.05347e+10
505,jki,float,O3,3.43128e+09
505,kij,double,O3,1.06573e+10
505,jki,double,O3,3.60957e+09
506,kij,float,O3,2.07373e+10
506,jki,float,O3,5.71422e+09
506,kij,double,O3,1.08378e+10
506,jki,double,O3,5.31526e+09
507,kij,float,O3,2.02822e+10
507,jki,float,O3,5.72987e+09
507,kij,double,O3,1.06738e+10
507,jki,double,O3,5.72135e+09
508,kij,float,O3,2.09686e+10
508,jki,float,O3,5.72228e+09
508,kij,double,O3,1.097e+10
508,jki,double,O3,5.5972e+09
509,kij,float,O3,2.00472e+10
509,jki,float,O3,5.72961e+09
509,kij,double,O3,1.08142e+10
509,jki,double,O3,5.68265e+09
510,kij,float,O3,2.03781e+10
510,jki,float,O3,5.70053e+09
510,kij,double,O3,1.04177e+10
510,jki,double,O3,5.51918e+09
511,kij,float,O3,2.05156e+10
511,jki,float,O3,5.57916e+09
511,kij,double,O3,1.00671e+10
511,jki,double,O3,5.57323e+09
512,kij,float,O3,2.22518e+10
512,jki,float,O3,4.61246e+08
512,kij,double,O3,1.04461e+10
512,jki,double,O3,4.10582e+08
